Stn Code,Sampling Date,Month Name,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10
759,2014-01-08,January,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,23.0,90.0
759,2014-01-11,January,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8.0,22.0,90.0
759,2014-01-18,January,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,21.0,101.0
759,2014-01-22,January,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,22.0,95.0
759,2014-01-25,January,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,21.0,110.0
759,2014-01-29,January,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,24.0,103.0
759,2014-02-01,February,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,24.0,106.0
759,2014-02-05,February,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,24.0,114.0
759,2014-02-08,February,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,24.0,104.0
759,2014-02-12,February,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,24.0,97.0
759,2014-02-15,February,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,22.0,100.0
759,2014-02-19,February,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,24.0,91.0
759,2014-02-22,February,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,25.0,96.0
759,2014-02-26,February,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,25.0,107.0
759,2014-03-01,March,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,24.0,90.0
759,2014-03-05,March,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,24.0,95.0
759,2014-03-08,March,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,24.0,101.0
759,2014-03-12,March,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,25.0,99.0
759,2014-03-15,March,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,24.0,104.0
759,2014-03-19,March,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,25.0,93.0
759,2014-03-22,March,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,25.0,99.0
759,2014-03-26,March,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,25.0,106.0
759,2014-03-29,March,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,25.0,108.0
759,2014-04-03,April,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14.0,25.0,106.0
759,2014-04-07,April,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,25.0,100.0
759,2014-04-10,April,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,26.0,99.0
759,2014-04-15,April,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,25.0,99.0
759,2014-04-19,April,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,25.0,106.0
759,2014-04-23,April,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,25.0,101.0
759,2014-04-28,April,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,25.0,99.0
759,2014-05-02,May,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,23.0,74.0
759,2014-05-06,May,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14.0,24.0,55.0
759,2014-05-09,May,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,23.0,60.0
759,2014-05-13,May,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,23.0,61.0
759,2014-05-16,May,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14.0,24.0,63.0
759,2014-05-20,May,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,22.0,60.0
759,2014-05-23,May,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,23.0,71.0
759,2014-05-27,May,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,24.0,59.0
759,2014-05-30,May,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,22.0,65.0
759,2014-06-03,June,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8.0,23.0,64.0
759,2014-06-06,June,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,24.0,61.0
759,2014-06-10,June,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,22.0,70.0
759,2014-06-13,June,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,22.0,63.0
759,2014-06-17,June,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,22.0,66.0
759,2014-06-20,June,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,22.0,78.0
759,2014-06-24,June,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,22.0,63.0
759,2014-06-27,June,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,23.0,65.0
759,2014-07-01,July,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,23.0,70.0
759,2014-07-04,July,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,24.0,71.0
759,2014-07-08,July,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,24.0,70.0
759,2014-07-11,July,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,24.0,66.0
759,2014-07-15,July,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,24.0,64.0
759,2014-07-18,July,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,22.0,61.0
759,2014-07-22,July,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,22.0,62.0
759,2014-07-25,July,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,24.0,59.0
759,2014-07-30,July,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,24.0,60.0
759,2014-08-02,August,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,22.0,63.0
759,2014-08-06,August,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14.0,21.0,64.0
759,2014-08-09,August,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,20.0,59.0
759,2014-08-13,August,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,25.0,67.0
759,2014-08-18,August,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,21.0,58.0
759,2014-08-21,August,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,22.0,69.0
759,2014-08-25,August,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,22.0,69.0
759,2014-08-28,August,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14.0,22.0,57.0
759,2014-09-02,September,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,16.0,74.0
759,2014-09-05,September,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,18.0,69.0
759,2014-09-09,September,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14.0,23.0,62.0
759,2014-09-12,September,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,19.0,65.0
759,2014-09-16,September,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,21.0,60.0
759,2014-09-19,September,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,15.0,60.0
759,2014-09-23,September,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,17.0,66.0
759,2014-09-26,September,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,19.0,67.0
759,2014-09-30,September,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,20.0,74.0
759,2014-10-04,October,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,20.0,60.0
759,2014-10-09,October,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,20.0,61.0
759,2014-10-13,October,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,21.0,66.0
759,2014-10-16,October,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,19.0,67.0
759,2014-10-20,October,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,20.0,68.0
759,2014-10-24,October,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,21.0,73.0
759,2014-10-28,October,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,22.0,70.0
759,2014-10-31,October,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,21.0,72.0
759,2014-11-05,November,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,22.0,65.0
759,2014-11-08,November,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,22.0,71.0
759,2014-11-12,November,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.503138075313808,22.136775994417306,58.0
759,2014-11-15,November,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,22.0,69.0
759,2014-11-19,November,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,23.0,72.0
759,2014-11-22,November,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,21.0,67.0
759,2014-11-26,November,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,24.0,72.0
759,2014-11-29,November,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.503138075313808,22.136775994417306,52.0
759,2014-12-03,December,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,24.0,57.0
759,2014-12-06,December,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14.0,25.0,70.0
759,2014-12-10,December,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,21.0,67.0
759,2014-12-13,December,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,23.0,64.0
759,2014-12-17,December,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,17.0,47.0
759,2014-12-20,December,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,22.0,61.0
759,2014-12-24,December,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,19.0,63.0
759,2014-12-29,December,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8.0,16.0,36.0
761,2014-01-02,January,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,21.0,83.0
761,2014-01-06,January,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,22.0,83.0
761,2014-01-09,January,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8.0,22.0,90.0
761,2014-01-13,January,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,22.0,95.0
761,2014-01-20,January,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,22.0,103.0
761,2014-01-23,January,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8.0,24.0,108.0
761,2014-01-27,January,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,23.0,109.0
761,2014-01-30,January,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,24.0,98.0
761,2014-02-03,February,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,25.0,83.0
761,2014-02-06,February,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,18.0,73.0
761,2014-02-10,February,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,22.0,90.0
761,2014-02-13,February,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,23.0,95.0
761,2014-02-17,February,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,26.0,94.0
761,2014-02-20,February,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,25.0,98.0
761,2014-02-24,February,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,24.0,97.0
761,2014-02-27,February,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,24.0,99.0
761,2014-03-03,March,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,25.0,96.0
761,2014-03-06,March,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,24.0,99.0
761,2014-03-10,March,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,23.0,94.0
761,2014-03-13,March,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,24.0,100.0
761,2014-03-17,March,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,25.0,97.0
761,2014-03-20,March,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,25.0,100.0
761,2014-03-24,March,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,25.0,99.0
761,2014-03-27,March,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,25.0,100.0
761,2014-04-01,April,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,24.0,101.0
761,2014-04-04,April,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,24.0,104.0
761,2014-04-08,April,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,25.0,97.0
761,2014-04-11,April,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,25.0,99.0
761,2014-04-16,April,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,26.0,102.0
761,2014-04-21,April,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,25.0,100.0
761,2014-04-25,April,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,25.0,95.0
761,2014-04-29,April,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,25.0,102.0
761,2014-05-03,May,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,14.0,52.0
761,2014-05-07,May,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.0,18.0,29.0
761,2014-05-10,May,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.0,16.0,40.0
761,2014-05-14,May,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.0,14.0,46.0
761,2014-05-17,May,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.0,15.0,45.0
761,2014-05-21,May,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,14.0,44.0
761,2014-05-24,May,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,14.0,36.0
761,2014-05-28,May,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,14.0,44.0
761,2014-05-31,May,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,15.0,49.0
761,2014-06-04,June,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,16.0,34.0
761,2014-06-07,June,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8.0,18.0,41.0
761,2014-06-11,June,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.0,17.0,54.0
761,2014-06-14,June,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8.0,18.0,50.0
761,2014-06-18,June,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8.0,19.0,50.0
761,2014-06-21,June,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,17.0,61.0
761,2014-06-25,June,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.0,22.0,59.0
761,2014-06-28,June,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8.0,22.0,59.0
761,2014-07-02,July,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.0,18.0,47.0
761,2014-07-05,July,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.0,19.0,50.0
761,2014-07-09,July,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,18.0,49.0
761,2014-07-12,July,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,17.0,52.0
761,2014-07-16,July,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,17.0,49.0
761,2014-07-19,July,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.0,17.0,41.0
761,2014-07-23,July,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,16.0,51.0
761,2014-07-26,July,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,15.0,45.0
761,2014-07-31,July,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.0,18.0,53.0
761,2014-08-04,August,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.0,17.0,40.0
761,2014-08-07,August,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8.0,18.0,44.0
761,2014-08-11,August,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.0,16.0,40.0
761,2014-08-14,August,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.0,17.0,40.0
